numbers_count,threads,total_steps,average_steps,execution_time_seconds
10000000,1,1552724831,155.2724831,2.0142081
10000000,2,1552724831,155.2724831,1.0556646
10000000,4,1552724831,155.2724831,0.5617222
10000000,8,1552724831,155.2724831,0.337887
10000000,16,1552724831,155.2724831,0.2124977
10000000,32,1552724831,155.2724831,0.2355832
10000000,64,1552724831,155.2724831,0.2167628
10000000,128,1552724831,155.2724831,0.2187545
